emp_no,salary,from_date,to_date
51717,40000,1991-08-01,1992-07-31
51718,40000,1996-09-09,1997-09-09
51719,40000,1992-08-31,1993-08-31
51725,40000,1994-11-23,1995-11-23
51726,40000,1989-05-22,1990-05-22
51729,40000,1998-06-24,1999-06-24
51730,40000,1999-03-06,2000-03-05
51731,40000,1995-11-25,1996-11-24
51735,40000,1993-08-01,1994-03-27
51743,40000,1996-05-29,1997-05-29
51745,40000,1995-07-12,1996-07-11
51747,40000,1997-08-30,1998-08-30
51748,40000,1997-07-12,1998-07-12
51749,40000,1985-11-14,1986-11-14
51749,39885,1986-11-14,1987-11-14
51749,39641,1987-11-14,1988-11-13
51752,40000,1997-06-18,1998-06-18
51754,40000,1992-10-15,1993-10-15
51755,40000,1986-08-12,1987-08-12
51763,40000,1988-11-19,1989-11-19
51764,40000,1995-11-27,1996-11-26
51768,40000,1992-11-22,1993-11-22
51769,40000,1985-10-31,1986-10-31
51772,40000,1997-09-30,1998-09-30
51775,40000,1986-10-30,1987-10-30
51781,40000,1986-07-31,1987-07-31
51783,40000,1985-02-25,1986-02-25
51784,40000,1992-12-20,1993-12-20
51785,40000,1996-08-03,1997-08-03
51786,40000,1994-09-20,1995-09-20
51787,40000,1997-08-20,1998-08-20
51788,40000,1985-06-25,1986-06-25
51788,39960,1987-06-25,1988-06-24
51796,40000,1985-06-28,1986-06-28
51802,40000,1993-07-07,1994-07-07
51804,40000,1994-07-25,1995-07-24
51808,40000,1998-09-29,1999-09-29
51812,40000,1985-11-23,1986-11-23
51813,40000,1988-02-17,1989-02-16
51819,40000,1987-08-11,1988-08-10
51820,40000,1986-09-05,1987-09-05
51822,40000,1998-10-29,1999-10-29
51826,40000,1993-04-02,1994-04-02
51828,40000,1990-05-07,1991-05-07
51831,40000,1996-09-29,1997-09-29
51832,40000,1992-02-16,1993-02-15
51838,40000,1991-05-25,1992-05-24
51842,40000,1988-12-07,1989-12-07
51847,40000,1990-08-20,1991-08-20
51850,40000,1985-06-21,1986-06-21
51856,40000,1985-07-07,1986-07-07
51857,40000,1992-05-24,1993-05-24
51860,40000,1995-05-06,1996-05-05
51860,39503,1996-05-05,1997-05-05
51867,40000,1993-02-28,1994-02-28
51872,40000,1991-05-29,1992-05-28
51885,40000,1994-12-07,1995-12-07
51886,40000,1995-06-11,1996-06-10
51893,40000,1991-08-18,1992-08-17
51896,40000,1989-09-12,1990-09-12
51908,40000,1999-09-13,2000-09-12
51914,40000,1992-03-13,1993-03-13
51920,40000,1991-01-13,1992-01-13
51922,40000,1991-07-26,1992-07-25
51923,40000,1994-03-06,1995-03-06
51924,40000,1985-12-11,1986-12-11
51933,40000,1999-07-09,2000-07-08
51934,40000,1989-03-24,1990-03-24
51940,40000,1990-03-03,1991-03-03
51942,40000,1991-07-20,1992-07-19
51944,40000,1985-12-14,1986-12-14
51946,40000,1991-08-26,1992-08-25
51947,40000,1987-11-12,1988-11-11
51956,40000,1995-04-08,1996-04-06
51957,40000,1993-10-18,1994-10-18
51960,40000,1992-04-27,1993-04-27
51962,40000,1987-09-17,1988-09-16
51963,40000,1998-10-08,1999-10-08
51972,40000,1989-03-13,1990-03-13
51974,40000,1996-02-04,1997-02-03
51977,40000,1999-06-08,2000-06-07
51978,40000,1991-07-31,1992-07-30
51986,40000,1985-11-21,1986-11-21
51988,40000,1999-10-04,2000-10-03
51992,40000,1995-09-24,1996-09-23
51997,40000,1992-08-13,1993-08-13
52001,40000,1989-05-12,1990-05-12
52001,39924,1990-05-12,1991-05-12
52006,40000,1991-05-13,1992-05-12
52007,40000,1994-12-29,1995-10-19
52013,40000,1998-06-22,1999-06-22
52022,40000,1985-03-28,1986-03-28
52025,40000,1990-11-05,1991-11-05
52026,40000,1990-02-11,1991-02-11
52027,40000,1997-07-05,1998-07-05
52030,40000,1996-09-09,1997-09-09
52032,40000,1999-04-11,2000-04-10
52034,40000,1989-11-01,1990-11-01
52035,40000,1997-03-19,1998-03-19
52040,40000,1992-02-22,1993-02-21
52044,40000,1992-12-30,1993-12-30
52044,39787,1993-12-30,1994-12-30
52045,40000,1993-08-16,1993-10-15
52048,40000,1997-03-30,1998-03-30
52048,39911,1998-03-30,1999-03-30
52058,40000,1987-03-06,1988-03-05
52061,40000,1988-11-12,1989-11-12
52062,40000,1988-07-03,1989-07-03
52063,40000,1987-07-03,1988-07-02
52064,40000,1996-12-12,1997-12-12
52065,40000,1987-02-21,1988-02-21
52067,40000,1996-10-13,1997-10-13
52070,40000,1998-03-25,1999-03-25
52079,40000,1991-09-26,1992-09-25
52080,40000,1993-09-26,1994-09-26
52083,40000,1991-03-14,1992-03-13
52084,40000,1991-08-29,1992-08-28
52087,40000,1988-07-23,1989-07-23
52090,40000,1994-12-28,1995-12-28
52091,40000,1995-05-22,1996-05-21
52092,40000,1985-08-17,1986-08-17
52093,40000,1999-12-03,2000-12-02
52096,40000,1986-07-06,1987-07-06
52099,40000,1987-02-25,1988-02-25
52100,40000,1985-07-10,1986-07-10
52101,40000,1991-07-16,1991-11-14
52103,40000,1998-02-04,1999-02-04
52118,40000,1993-07-11,1994-07-11
52120,40000,1996-03-05,1997-03-05
52120,39943,1997-03-05,1998-03-05
52126,40000,1992-08-06,1993-08-06
52142,40000,1991-02-27,1992-02-27
52145,40000,1990-10-10,1991-10-10
52147,40000,1988-11-21,1989-11-21
52148,40000,1998-01-22,1999-01-22
52148,39870,1999-01-22,2000-01-22
52148,39477,2000-01-22,2001-01-21
52149,40000,1988-03-07,1989-03-07
52151,40000,1997-01-15,1998-01-15
52153,40000,1999-01-30,2000-01-30
52158,40000,1998-12-11,1999-12-11
52158,39841,1999-12-11,2000-12-10
52162,40000,1987-10-17,1988-10-16
52167,40000,1985-03-15,1986-03-15
52167,39668,1986-03-15,1987-03-15
52167,39221,1987-03-15,1988-03-14
52167,38888,1988-03-14,1989-03-14
52168,40000,1991-11-04,1992-11-03
52168,39748,1992-11-03,1993-11-03
52172,40000,1991-06-06,1992-06-05
52173,40000,1993-06-28,1994-06-28
52183,40000,1991-09-28,1992-09-27
52185,40000,1987-09-22,1988-09-21
52185,39708,1988-09-21,1989-09-21
52187,40000,1985-10-23,1986-10-23
52200,40000,1999-01-02,2000-01-02
52205,40000,1992-03-07,1993-03-07
52209,40000,1996-12-01,1997-12-01
52210,40000,1988-02-12,1989-02-11
52214,40000,1992-05-09,1993-05-09
52217,40000,1999-07-15,2000-07-14
52220,40000,1993-12-12,1994-12-12
52221,40000,1998-03-31,1999-03-31
52229,40000,1990-11-19,1991-11-19
52234,40000,1994-09-30,1995-09-30
52238,40000,1996-01-30,1996-02-02
52239,40000,1985-06-20,1986-06-20
52242,40000,1987-12-08,1988-12-07
52244,40000,1992-08-09,1993-08-09
52247,40000,1985-06-25,1986-06-25
52248,40000,1995-06-30,1996-06-29
52249,40000,1986-03-20,1987-03-20
52255,40000,1989-08-01,1990-08-01
52261,40000,1995-08-26,1996-08-25
52266,40000,1998-09-04,1999-09-04
52267,40000,1989-08-31,1990-08-31
52269,40000,1986-01-23,1987-01-23
52270,40000,1991-06-28,1992-06-27
52272,40000,1991-04-24,1992-04-23
52274,40000,1994-03-01,1995-03-01
52275,40000,1996-04-08,1997-04-08
52278,40000,1998-07-29,1999-07-29
52281,40000,1994-06-19,1995-06-19
52282,40000,1999-11-06,2000-11-05
52282,39655,2000-11-05,2001-11-05
52285,40000,1996-12-23,1997-12-23
52288,40000,1994-01-29,1995-01-29
52289,40000,1997-08-29,1998-08-29
52292,40000,2000-01-09,2001-01-08
52293,40000,1996-09-30,1997-09-30
52293,39919,1997-09-30,1997-12-14
52300,40000,1997-08-03,1998-08-03
52305,40000,1994-03-11,1995-03-11
52308,40000,1995-04-12,1996-04-11
52311,40000,1989-06-30,1990-06-30
52313,40000,1994-08-02,1995-08-02
52315,40000,1985-10-05,1986-10-05
52315,39923,1987-10-05,1988-10-04
52316,40000,1987-03-31,1988-03-30
52319,40000,1998-10-20,1999-10-20
52322,40000,1991-04-23,1992-04-22
52323,40000,1994-12-30,1995-06-09
52327,40000,1996-07-17,1997-07-17
52328,40000,1988-07-10,1989-07-10
52331,40000,1993-10-31,1994-05-15
52333,40000,1985-08-29,1986-08-29
52336,40000,1989-09-29,1990-09-29
52339,40000,1988-09-26,1989-09-26
52341,40000,1987-11-30,1988-11-29
52343,40000,1985-08-03,1986-08-03
52345,40000,1997-11-02,1998-11-02
52347,40000,1995-08-31,1996-08-30
52351,40000,1991-12-09,1992-12-08
52352,40000,1993-04-09,1994-04-09
52355,40000,1986-06-23,1987-06-23
52360,40000,1996-12-11,1997-12-11
52364,40000,1989-09-04,1990-09-04
52365,40000,1991-12-27,1992-12-26
52367,40000,1996-05-13,1997-05-13
52368,40000,1990-07-23,1991-07-23
52373,40000,1988-10-02,1989-10-02
52374,40000,1991-12-26,1992-12-25
52387,40000,1990-10-12,1991-10-12
52388,40000,1996-02-05,1997-02-04
52389,40000,1993-01-06,1994-01-06
52391,40000,1999-12-31,2000-12-30
52392,40000,1995-04-20,1996-04-19
52393,40000,1996-07-14,1997-07-14
52399,40000,1997-07-11,1998-07-11
52400,40000,1995-10-17,1996-10-16
52401,40000,1991-08-04,1992-08-03
52403,40000,1993-05-05,1994-05-05
52405,40000,1995-07-24,1996-07-23
52414,40000,1985-05-27,1986-05-27
52418,40000,1989-04-09,1990-04-09
52424,40000,1994-11-13,1995-11-13
52428,40000,1989-04-07,1990-04-07
52430,40000,1994-09-05,1995-09-05
52431,40000,1992-02-13,1993-02-12
52432,40000,1987-11-08,1988-11-07
52432,39803,1988-11-07,1989-11-07
52434,40000,1989-06-03,1990-06-03
52436,39806,1998-06-02,1999-06-02
52438,40000,1986-06-20,1987-06-20
52440,40000,1993-03-07,1994-03-07
52441,40000,1992-07-08,1993-07-08
52445,40000,1993-02-25,1994-02-25
52448,40000,1994-02-03,1995-02-03
52448,39573,1995-02-03,1996-02-03
52450,40000,1998-03-31,1999-03-31
52452,40000,1992-11-27,1993-11-27
52454,40000,1998-11-26,1999-11-26
52455,40000,1992-03-06,1993-03-06
52461,40000,2000-01-01,2000-01-27
52463,40000,1996-12-18,1997-12-18
52466,40000,1986-10-26,1987-10-25
52468,40000,1987-03-08,1988-03-07
52477,40000,1989-10-18,1990-10-18
52483,40000,1992-03-27,1993-03-27
52483,39760,1993-03-27,1994-03-27
52485,40000,1989-03-18,1990-03-18
52486,40000,1992-09-12,1993-09-12
52494,40000,1987-12-23,1988-12-22
52496,40000,1998-01-31,1999-01-31
52499,40000,1990-05-03,1991-05-03
52500,40000,1990-09-02,1991-09-02
52503,40000,1995-07-25,1996-07-24
52505,40000,1995-01-01,1996-01-01
52507,40000,1994-01-10,1995-01-10
52516,40000,1994-03-14,1995-03-14
52518,40000,1998-07-19,1999-07-19
52521,40000,1988-04-14,1989-04-14
52525,40000,1997-01-12,1998-01-12
52540,40000,1992-03-22,1993-03-22
52544,40000,1992-03-09,1993-03-09
52545,40000,1998-01-01,1999-01-01
52547,40000,1995-09-07,1996-09-06
52556,40000,1997-09-08,1998-09-08
52559,40000,1999-06-19,2000-06-18
52559,39890,2000-06-18,2001-06-18
52559,39832,2001-06-18,2002-06-18
52559,39346,2002-06-18,9999-01-01
52560,40000,1991-01-07,1992-01-07
52560,39982,1992-01-07,1993-01-06
52563,40000,1985-03-29,1986-03-29
52564,40000,1987-12-05,1988-12-04
52569,40000,1998-07-09,1999-07-09
52570,40000,1996-01-16,1997-01-15
52571,40000,1996-06-03,1997-06-03
52572,40000,1985-12-08,1986-12-08
52573,40000,1985-11-30,1986-11-30
52574,40000,1990-11-05,1991-11-05
52576,40000,1995-03-18,1996-03-17
52578,40000,1985-02-28,1986-02-28
52583,40000,1991-11-29,1992-11-28
52586,40000,1987-05-21,1988-05-20
52598,40000,1994-11-15,1995-11-15
52603,40000,1991-04-03,1992-04-02
52604,40000,1995-07-25,1996-07-24
52607,40000,1997-03-15,1998-03-15
52608,40000,1990-04-23,1991-04-23
52613,40000,1999-09-28,2000-09-27
52614,40000,1991-02-17,1992-02-17
52614,39659,1992-02-17,1993-02-16
52621,40000,1994-08-09,1995-08-09
52624,40000,1989-07-15,1990-07-15
52626,40000,1989-06-10,1990-06-10
52629,40000,1992-03-24,1993-03-24
52630,40000,1989-07-25,1990-07-25
52634,40000,1995-08-18,1996-08-17
52637,40000,1996-01-08,1997-01-07
52643,40000,1996-10-31,1997-10-31
52645,40000,1989-05-27,1990-05-27
52646,40000,1990-04-30,1991-04-30
52647,40000,1993-01-28,1994-01-28
52648,40000,1995-09-23,1996-09-22
52653,40000,1998-01-06,1999-01-06
52657,40000,1988-05-04,1989-05-04
52658,40000,1997-08-14,1998-08-14
52659,40000,1985-05-23,1986-05-23
52665,40000,1999-07-13,2000-07-12
52668,40000,1992-12-05,1993-12-05
52672,40000,1997-06-04,1998-06-03
52673,40000,1989-05-10,1990-05-10
52678,40000,1987-07-17,1988-07-16
52678,39706,1988-07-16,1989-07-16
52679,40000,1994-08-31,1995-08-31
52681,40000,1991-06-05,1992-06-04
52683,40000,1993-04-11,1994-04-11
52685,40000,1990-02-15,1991-02-15
52685,39740,1991-02-15,1992-02-15
52687,40000,1998-08-31,1999-08-31
52688,40000,1996-01-16,1997-01-15
52692,40000,1986-01-01,1987-01-01
52694,40000,1991-04-26,1992-04-25
52695,40000,1985-10-19,1986-10-19
52697,40000,1994-05-06,1995-05-06
52697,39903,1995-05-06,1996-05-05
52697,39440,1996-05-05,1997-05-05
52701,40000,1989-12-13,1990-12-13
52702,40000,1991-07-14,1992-07-13
52705,40000,1987-10-16,1988-10-15
52714,40000,1990-06-15,1991-06-15
52715,40000,1990-12-31,1991-12-31
52718,40000,1993-06-24,1994-06-24
52719,40000,1993-08-31,1994-08-31
52732,40000,1985-05-31,1986-05-31
52734,40000,1998-09-28,1999-09-28
52736,40000,1997-04-15,1998-04-15
52738,40000,1990-01-18,1991-01-18
52739,40000,1995-11-13,1996-11-12
52741,40000,1993-10-27,1994-10-27
52745,40000,1991-08-13,1992-08-12
52750,40000,1995-03-14,1996-03-13
52751,40000,1994-12-15,1995-12-15
52753,40000,1987-08-06,1988-08-05
52758,40000,1985-11-16,1986-11-16
52760,40000,1991-07-02,1992-07-01
52761,40000,1985-09-09,1986-09-09
52761,39588,1986-09-09,1987-09-09
52762,40000,1989-06-10,1990-06-10
52767,40000,1994-11-30,1995-11-30
52768,40000,1991-10-24,1992-10-23
52780,40000,1986-02-14,1987-02-14
52781,40000,1996-12-17,1997-12-17
52785,40000,1996-06-28,1997-02-04
52788,40000,1993-04-08,1994-04-08
52804,40000,1998-09-13,1999-09-13
52805,40000,1988-01-05,1989-01-04
52808,40000,1990-01-15,1991-01-15
52808,39766,1991-01-15,1992-01-15
52823,40000,1994-11-09,1995-11-09
52825,40000,1986-06-22,1987-06-22
52829,40000,1988-03-25,1989-03-25
52833,40000,1990-08-12,1991-08-12
52836,40000,1990-11-10,1991-11-10
52837,40000,1991-03-12,1992-03-11
52839,40000,1987-05-22,1988-05-21
52839,39525,1988-05-21,1989-05-21
52842,40000,1985-04-26,1986-04-26
52843,40000,1991-01-19,1992-01-19
52845,40000,1987-10-27,1988-10-26
52848,40000,1997-02-16,1998-02-16
52850,40000,1998-12-03,1999-12-03
52857,40000,1990-01-04,1991-01-04
52860,40000,1994-04-12,1995-04-12
52862,40000,1994-09-06,1995-09-06
52864,40000,1997-11-02,1998-11-02
52864,39501,1998-11-02,1999-11-02
52866,40000,1990-04-14,1991-04-14
52869,40000,1989-08-18,1990-08-18
52870,40000,1998-11-14,1999-11-14
52870,39625,1999-11-14,2000-11-13
52879,40000,1992-08-01,1993-08-01
52879,39821,1993-08-01,1994-08-01
52891,39810,1986-05-08,1987-05-08
52896,40000,1986-10-14,1987-10-14
52896,39743,1987-10-14,1988-10-13
52896,39253,1988-10-13,1989-10-13
52897,40000,1986-03-05,1987-03-05
52900,40000,1990-01-12,1991-01-12
52907,40000,1995-05-23,1996-05-22
52907,39764,1996-05-22,1997-05-22
52910,40000,1987-10-07,1988-10-06
52911,40000,1995-10-14,1996-10-13
52911,39640,1996-10-13,1997-10-13
52912,40000,1996-08-06,1997-08-06
52913,40000,1996-07-18,1997-07-18
52917,40000,1988-01-31,1989-01-30
52919,40000,1995-05-10,1996-05-09
52920,40000,1991-12-21,1992-12-20
52922,40000,1990-09-10,1991-09-10
52924,40000,1991-03-28,1992-03-27
52930,40000,1996-02-12,1997-02-11
52931,40000,1987-01-21,1988-01-21
52935,40000,1991-03-08,1992-03-07
52941,40000,1993-06-16,1994-06-16
52946,40000,1994-10-27,1995-10-27
52947,40000,1990-01-31,1991-01-31
52948,40000,1988-01-07,1989-01-06
52949,40000,1994-07-20,1995-07-20
52950,40000,1999-08-26,2000-08-25
52956,40000,1987-03-21,1988-03-20
52966,40000,1995-12-04,1996-12-03
52968,40000,1985-08-14,1986-08-14
52969,40000,1997-03-06,1998-03-06
52969,39753,1998-03-06,1999-03-06
52971,40000,1993-12-18,1994-12-04
52976,40000,1996-12-25,1997-12-25
52978,40000,1988-01-21,1989-01-20
52979,40000,1989-06-17,1990-06-17
52980,40000,1990-01-07,1991-01-07
52991,40000,1995-10-18,1996-10-17
52995,40000,1999-05-14,2000-05-13
52995,39935,2000-05-13,2001-05-13
52996,40000,1993-04-29,1994-04-29
52997,40000,1989-04-19,1990-04-19
52999,40000,1999-11-09,2000-11-08
53000,40000,1989-12-07,1990-12-07
53002,40000,1998-03-26,1999-03-26
53003,40000,1997-06-03,1998-06-03
53005,40000,1994-02-17,1995-02-17
53007,40000,1994-07-25,1995-07-25
53007,39629,1995-07-25,1996-07-24
53008,40000,1996-05-09,1997-05-09
53010,40000,1990-11-01,1991-11-01
53011,40000,1993-01-31,1994-01-31
53011,39560,1994-01-31,1995-01-31
53014,40000,1994-09-27,1995-09-27
53019,40000,1993-02-12,1994-02-12
53020,40000,1987-05-04,1988-05-03
53021,40000,1988-10-16,1989-10-16
53021,39687,1989-10-16,1990-10-16
53031,40000,1985-02-03,1986-02-03
53033,40000,1997-11-20,1998-11-20
53036,40000,1987-10-28,1988-10-27
53037,40000,1994-10-11,1995-10-11
53039,40000,1986-09-29,1987-09-28
53052,40000,1985-04-23,1986-04-23
53054,40000,1988-08-02,1989-08-02
53058,40000,1999-04-12,2000-04-11
53060,40000,1999-10-25,2000-10-24
53062,40000,1994-10-12,1995-10-12
53068,40000,1994-04-15,1995-04-15
53069,40000,1998-06-19,1999-06-19
53070,40000,1987-02-22,1988-02-22
53073,40000,1997-02-12,1998-02-12
53076,40000,1996-09-09,1997-09-09
53080,40000,1985-08-30,1986-08-30
53081,40000,1989-04-17,1990-04-17
53082,40000,1994-07-26,1995-07-26
53087,40000,1998-08-23,1999-08-23
53088,40000,1986-05-19,1987-05-19
53089,40000,1988-02-24,1989-02-23
53093,40000,1997-09-06,1998-09-06
53095,40000,1992-01-15,1993-01-14
53098,40000,1991-04-01,1992-03-31
53100,40000,1994-02-22,1995-02-22
53102,40000,1985-10-30,1986-10-30
53108,40000,1988-03-27,1989-03-27
53110,40000,1996-03-30,1997-03-30
53115,40000,1989-11-08,1990-11-08
53116,40000,1989-11-02,1990-11-02
53117,40000,1998-01-30,1998-07-04
53118,40000,1994-10-12,1995-10-12
53120,40000,1998-10-23,1999-10-23
53121,40000,1993-06-01,1994-06-01
53122,40000,1999-12-12,2000-12-11
53124,40000,1995-05-02,1996-05-01
53126,40000,1993-10-13,1994-10-13
53132,40000,1991-09-17,1992-09-16
53135,40000,1995-05-31,1996-05-30
53136,40000,1996-09-16,1997-09-16
53136,39716,1997-09-16,1998-09-16
53137,40000,1994-08-18,1995-08-18
53138,40000,1986-06-14,1987-06-14
53141,40000,1988-01-30,1989-01-29
53142,40000,1986-10-20,1987-10-20
53144,40000,1986-06-10,1987-06-10
53150,40000,1985-08-14,1986-08-14
53152,40000,1990-04-20,1991-04-20
53154,40000,1988-09-16,1989-09-16
53160,40000,1991-12-08,1992-12-07
53160,39767,1992-12-07,1993-12-07
53164,40000,1999-01-21,2000-01-21
53165,40000,1987-12-20,1988-12-19
53170,40000,1991-10-31,1992-10-30
53174,40000,1991-12-30,1992-12-29
53175,40000,1992-06-04,1993-06-04
53177,40000,1988-03-31,1989-03-31
53179,40000,1986-12-16,1987-12-16
53179,39616,1987-12-16,1988-12-15
53183,40000,1992-01-03,1993-01-02
53183,39617,1993-01-02,1994-01-02
53184,40000,1986-09-21,1987-09-21
53191,40000,1998-06-02,1999-06-02
53193,40000,1989-04-02,1990-04-02
53194,40000,1987-04-25,1988-04-24
53198,40000,1998-07-11,1999-07-11
53199,40000,1991-06-22,1992-06-21
53201,40000,1987-11-29,1988-11-28
53206,40000,1994-02-20,1995-02-20
53213,40000,1994-02-25,1995-02-25
53214,40000,1991-08-05,1992-08-04
53216,40000,1989-05-06,1990-05-06
53222,40000,1993-07-28,1994-07-28
53230,40000,1992-02-28,1993-02-27
53230,39763,1993-02-27,1994-02-27
53232,40000,1989-05-26,1990-05-26
53233,40000,1988-04-30,1989-04-30
53236,40000,1991-11-28,1992-11-27
53240,40000,1997-02-15,1998-02-15
53242,40000,1993-11-15,1994-11-15
53244,40000,1992-09-22,1993-09-22
53245,40000,1998-04-16,1999-04-16
53247,40000,1988-12-15,1989-12-15
53250,40000,1992-12-13,1993-12-13
53251,40000,1999-10-14,2000-10-13
53251,39961,2000-10-13,2001-10-13
53254,40000,1990-02-13,1991-02-13
53261,40000,1996-06-20,1997-06-20
53262,40000,1998-06-16,1999-06-16
53266,40000,1993-11-24,1994-11-24
53270,40000,1997-07-10,1998-07-10
53271,40000,1993-09-06,1994-09-06
53272,40000,1999-12-26,2000-09-06
53281,40000,1999-11-07,2000-11-06
53286,40000,1996-06-10,1997-06-10
53291,40000,1998-08-07,1999-08-07
53292,40000,1988-12-19,1989-12-19
53293,40000,1997-10-07,1998-10-07
53294,40000,1987-11-13,1988-11-12
53304,40000,1997-07-31,1998-07-31
53306,40000,1989-04-13,1990-04-13
53308,40000,1990-08-29,1991-08-29
53309,40000,1993-02-01,1994-02-01
53310,40000,1996-03-26,1997-03-26
53314,40000,1999-02-23,2000-02-23
53315,40000,1996-11-17,1997-11-17
53320,40000,1986-10-26,1987-10-25
53321,40000,1985-06-13,1986-06-13
53322,40000,1991-12-13,1992-12-12
53323,40000,1988-10-19,1989-10-19
53324,40000,1988-10-27,1989-10-27
53328,40000,1988-06-15,1989-06-15
53329,40000,1989-02-28,1990-02-28
53330,40000,1988-07-06,1989-07-06
53334,40000,1995-05-25,1995-09-21
53344,40000,1997-03-21,1998-03-21
53345,40000,1985-02-03,1986-02-03
53346,40000,1988-12-21,1989-12-21
53347,40000,1994-10-07,1995-10-07
53348,40000,1987-10-21,1988-10-20
53349,40000,1996-10-24,1997-10-24
53351,40000,1994-07-20,1995-07-20
53351,39736,1995-07-20,1996-07-19
53355,40000,1995-05-19,1996-05-18
53355,39584,1996-05-18,1997-05-18
53357,40000,1999-01-15,2000-01-15
53357,39693,2000-01-15,2001-01-14
53363,40000,1998-03-21,1999-03-21
53366,40000,1989-01-30,1990-01-30
53369,40000,1996-02-29,1997-02-28
53370,40000,1995-03-03,1996-03-02
53371,40000,1993-11-16,1994-11-16
53374,40000,1988-01-17,1989-01-16
53374,39908,1989-01-16,1989-09-24
53375,40000,1989-08-04,1990-08-04
53379,40000,1993-02-09,1994-02-09
53383,40000,1991-10-24,1992-10-23
53388,40000,1999-10-10,2000-10-09
53388,39573,2000-10-09,2001-10-09
53389,40000,1994-03-22,1995-03-22
53392,40000,1992-08-19,1993-08-19
53395,40000,1999-01-13,2000-01-13
53397,40000,1994-11-16,1995-11-16
53398,40000,1987-07-11,1988-07-10
53399,40000,1987-11-18,1988-11-17
53406,40000,1985-12-29,1986-12-29
53421,40000,1997-08-22,1998-08-22
53422,40000,1991-02-06,1992-02-06
53425,40000,1988-09-26,1989-09-26
53428,40000,1999-11-18,2000-11-17
53433,40000,1993-04-01,1994-04-01
53434,40000,1997-01-25,1998-01-25
53435,40000,1997-04-09,1998-04-09
53435,39635,1998-04-09,1998-05-25
53436,40000,1985-05-16,1986-05-16
53444,40000,1986-10-28,1987-10-28
53449,40000,1995-01-25,1996-01-25
53453,40000,1997-03-08,1998-03-08
53454,40000,1997-10-19,1998-10-19
53454,39643,1998-10-19,1999-10-19
53455,40000,1995-01-04,1996-01-04
53461,40000,1995-04-02,1995-06-26
53463,40000,1999-05-09,2000-05-08
53472,40000,1999-02-24,2000-02-24
53474,40000,1986-05-31,1987-05-31
53476,40000,1996-08-11,1997-08-11
53477,40000,1990-06-18,1991-06-18
53481,40000,1985-06-21,1986-06-21
53483,40000,1994-05-10,1995-05-10
53484,40000,1992-10-23,1993-10-23
53487,40000,1998-04-12,1999-04-12
53493,40000,1989-12-24,1990-12-24
